Submitted,ElapsedTime,Attempt,ItemID,ItemType,I am nervous about taking organic chemistry.,ItemID,ItemType,I am excited to learn organic chemistry.,ItemID,ItemType,I see a connection between chemistry and real-world topics.,ItemID,ItemType,I am nervous about taking organic chemistry.,ItemID,ItemType,I am excited to learn organic chemistry.,ItemID,ItemType,I see a connection between chemistry and real-world topics.,ItemID,ItemType,What is the definition of “Organic Chemistry”,ItemID,ItemType,What do “wedges” and “hashes” tell us?,ItemID,ItemType,How many bonds are typically attached to a Carbon atom?,ItemID,ItemType,"In a typical short-hand structure of an organic molecule, where are the carbons?",ItemID,ItemType,"How many carbons and hydrogens are in this chemical structure?  
",ItemID,ItemType,Organic molecules in coffee are typically responsible for which of the following?,ItemID,ItemType,The video helped introduce me to unfamiliar or less familiar concepts.,ItemID,ItemType,The immersive format helped me understand the material in a new way.,ItemID,ItemType,I needed to rewatch parts to fully understand them.,ItemID,ItemType,"What stood out to you most about this video, and did it change how you think about organic chemistry in any way? ",ItemID,ItemType,How long did you watch the video. Be honest!,ItemID,ItemType,The video changed how I think about organic chemistry.
2026-03-14 04:34:21 UTC,0:02:31,1,96066,choice,Strongly Agree,96067,choice,Disagree,96068,choice,Agree,96069,choice,Agree,96070,choice,Disagree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Neutral,96081,essay,<p>It gave me more context to why we learn it&nbsp;</p>,96082,choice,30 seconds to 2 minutes,96083,choice,Neutral
2026-03-14 06:12:26 UTC,1:32:51,1,96066,choice,Agree,96067,choice,Neutral,96068,choice,Agree,96069,choice,Agree,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Disagree,96081,essay,"<p>What stood out to me most about this video is how they made it really simple and straightforward, making the concepts easy to understand. This changed how I thought about organic chemistry because it made it less intimidating.&nbsp;</p>",96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 04:42:34 UTC,0:03:54,1,96066,choice,Strongly Agree,96067,choice,Neutral,96068,choice,Strongly agree,96069,choice,Agree,96070,choice,Agree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,Smell of coffee,96078,choice,Strongly agree,96079,choice,Strongly agree,96080,choice,Disagree,96081,essay,<p>I found I engaged most with the video as it discussed chemistry properties in coffee and as I drink caffeine everyday I saw how chemistry interacts with my own daily life.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Strongly agree
2026-03-14 04:43:14 UTC,0:01:48,1,96066,choice,Neutral,96067,choice,Neutral,96068,choice,Agree,96069,choice,Neutral,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,,96081,essay,,96082,choice,,96083,choice,
2026-03-14 04:48:37 UTC,0:03:38,1,96066,choice,Neutral,96067,choice,Agree,96068,choice,Agree,96069,choice,Disagree,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Neutral,96080,choice,Neutral,96081,essay,<p>A lot of points stood out in the video and it made me think about how much of the world is made up of carbon.</p>,96082,choice,30 seconds to 2 minutes,96083,choice,Neutral
2026-03-14 04:48:21 UTC,0:01:47,1,96066,choice,Strongly Agree,96067,choice,Disagree,96068,choice,Strongly agree,96069,choice,Strongly agree,96070,choice,Disagree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,,96076,choice,,96077,choice,,96078,choice,Agree,96079,choice,Neutral,96080,choice,Disagree,96081,essay,<p>I appreciated that they tried to make organic chemistry seem less intimidating by just introducing it as the study of carbon-based molecules.</p>,96082,choice,I watched the entire video,96083,choice,Disagree
2026-03-14 05:52:12 UTC,0:03:17,1,96066,choice,Neutral,96067,choice,Neutral,96068,choice,Agree,96069,choice,Neutral,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,Smell of coffee,96078,choice,Strongly agree,96079,choice,Strongly agree,96080,choice,Agree,96081,essay,<p>I don't have to take organic chemistry because it's not required for my major. The video was interesting in the way they connected everyday items like coffee to chemistry.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-18 07:46:14 UTC,0:03:49,1,96066,choice,Agree,96067,choice,Neutral,96068,choice,Agree,96069,choice,Agree,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Neutral,96080,choice,Disagree,96081,essay,<p>Having several different visuals helped me understand content better.</p>,96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 05:09:32 UTC,0:08:46,1,96066,choice,Strongly Agree,96067,choice,Disagree,96068,choice,Agree,96069,choice,Neutral,96070,choice,Agree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Strongly agree,96079,choice,Strongly agree,96080,choice,Disagree,96081,essay,<p>The way the presentors sounded calm and collected made the topic seem less intimidating</p>,96082,choice,I watched the entire video,96083,choice,Strongly agree
2026-03-14 05:10:40 UTC,0:04:00,1,96066,choice,Neutral,96067,choice,Strongly agree,96068,choice,Strongly agree,96069,choice,Neutral,96070,choice,Agree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Strongly agree,96080,choice,Neutral,96081,essay,<p>Mainly the simple and understandable way the topics were explained.</p>,96082,choice,30 seconds to 2 minutes,96083,choice,Agree
2026-03-14 05:18:05 UTC,0:07:49,1,96066,choice,Strongly Agree,96067,choice,Neutral,96068,choice,Disagree,96069,choice,Agree,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">10 carbons, 5 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Neutral,96080,choice,Disagree,96081,essay,<p>The thing that stood out to me is how certain molecules react with our smell receptors and other senses. It made me think about molecules in every day scenarios.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-16 00:55:49 UTC,0:05:34,1,96066,choice,Strongly Agree,96067,choice,Neutral,96068,choice,Agree,96069,choice,Strongly agree,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,The size of the atoms,96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Agree,96080,choice,Agree,96081,essay,<p>I liked the visual representation of the molecules. I found it interesting when they were talking about how different chemicals interact with parts of the brain and the effect they have on the body.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 05:17:13 UTC,0:03:38,1,96066,choice,Agree,96067,choice,Agree,96068,choice,Agree,96069,choice,Agree,96070,choice,Agree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Disagree,96081,essay,"<p>I liked that they acknowledged it was difficult but ultimately rewarding, and gave examples of how it relates to the real world.&nbsp;</p>",96082,choice,I watched the entire video,96083,choice,Agree
2026-03-14 06:39:29 UTC,0:03:26,1,96066,choice,Strongly Agree,96067,choice,Strongly disagree,96068,choice,Agree,96069,choice,Disagree,96070,choice,Neutral,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Disagree,96081,essay,"<p>I liked how easily it broke down the content. I also feel like the negative attitude that professors in ochem may have, such as beginning the course by saying this will be a weeder course and most of you will struggle makes it challenging to feel like one has the possibility to succeed.</p>",96082,choice,I watched the entire video,96083,choice,Agree
2026-03-14 05:25:32 UTC,0:04:54,1,96066,choice,Neutral,96067,choice,Agree,96068,choice,Agree,96069,choice,Agree,96070,choice,Strongly agree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Strongly agree,96079,choice,Strongly agree,96080,choice,Strongly agree,96081,essay,"<p>What stood out to me most in the video was when they explained exactly what organic chemistry was and how it is applicable to our everyday life. I had always heard these weres as being daunting, so hearing them break down the definition of organic chemistry with material I already known from gen chem made it easy to understand. It was also interesting to hear about how organic chemistry applies to our everyday life.&nbsp;</p>",96082,choice,I watched the entire video,96083,choice,Agree
2026-03-14 05:22:49 UTC,0:01:41,1,96066,choice,Agree,96067,choice,Disagree,96068,choice,Strongly disagree,96069,choice,Neutral,96070,choice,Neutral,96071,choice,Disagree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Where the bond connects,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Neutral,96080,choice,Disagree,96081,essay,"<p>I think coffee and chemistry is a really cool concept, especially as someone who worked as a barista in high school, it was cool to see this connection</p>",96082,choice,30 seconds to 2 minutes,96083,choice,Disagree
2026-03-14 05:30:29 UTC,0:08:30,1,96066,choice,Neutral,96067,choice,Agree,96068,choice,Agree,96069,choice,Disagree,96070,choice,Agree,96071,choice,Strongly agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Where the bond ends,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Disagree,96081,essay,"<p>I enjoyed the fact that the video made chemistry feel very approachable and grounded by showing how it is part of everyday life. I did not have a negative conception of organic chemistry before, although I had heard things about it being difficult from other students. The video introduced it to me again in an exciting way that makes me look forward to it next quarter.</p>",96082,choice,I watched the entire video,96083,choice,Agree
2026-03-14 05:36:28 UTC,0:06:12,1,96066,choice,Strongly Agree,96067,choice,Disagree,96068,choice,Neutral,96069,choice,Strongly agree,96070,choice,Disagree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Neutral,96080,choice,Agree,96081,essay,"<p>What stood out to me the most was what wedges and hashes tell us and how they indicate their 3D dimensional structures, which I didn't know before.</p>",96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 05:52:18 UTC,0:04:27,1,96066,choice,Strongly Agree,96067,choice,Neutral,96068,choice,Neutral,96069,choice,Agree,96070,choice,Agree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Agree,96081,essay,"<p>I think that the approach of relating Organic Chemistry to something that most college students rely on (coffee and caffeine) definitely aids the ability to understand how it relates to the real world. Additionally, it takes something that we understand on a macro level, and explains how it works on a micro level.</p>",96082,choice,I watched the entire video,96083,choice,Strongly agree
2026-03-14 06:02:31 UTC,0:08:15,1,96066,choice,Disagree,96067,choice,Agree,96068,choice,Neutral,96069,choice,Disagree,96070,choice,Agree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Neutral,96081,essay,"<p>I didn't realize that organic chemistry was about carbon specifically (I originally just thought it was about the shapes of molecules). I think the video made the main concepts of organic chemistry seem a lot simpler than I had originally thought it to be, which is reassuring.</p>",96082,choice,I watched the entire video,96083,choice,Agree
2026-03-15 21:53:02 UTC,0:02:18,1,96066,choice,Strongly Agree,96067,choice,Neutral,96068,choice,Disagree,96069,choice,Neutral,96070,choice,Agree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Where the bond connects,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Agree,96080,choice,Agree,96081,essay,<p>Organic chemistry builds a lot on previous general chemistry topics.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 05:45:24 UTC,0:02:55,1,96066,choice,Agree,96067,choice,Agree,96068,choice,Neutral,96069,choice,Agree,96070,choice,Agree,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Neutral,96079,choice,Neutral,96080,choice,Neutral,96081,essay,"<p>OChem primarily focuses on carbon, so I'm now wondering how in-depth we will go into studying carbon. What in particular are we studying about carbon?</p>",96082,choice,I watched the entire video,96083,choice,Neutral
2026-03-14 05:58:38 UTC,0:04:53,1,96066,choice,Agree,96067,choice,Neutral,96068,choice,Agree,96069,choice,Neutral,96070,choice,Neutral,96071,choice,Agree,96072,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",96073,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",96074,choice,4,96075,choice,Both where the bonds end and connect,96076,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",96077,choice,All of the above,96078,choice,Agree,96079,choice,Agree,96080,choice,Disagree,96081,essay,<p>I enjoyed looking at the diagrams and graphics that were provided because it helped to visualize things. It helped to understand what organic chemistry looks like.&nbsp;</p>,96082,choice,I watched the entire video,96083,choice,Neutral
