Submitted,ElapsedTime,Attempt,ItemID,ItemType,I am nervous about taking organic chemistry.,ItemID,ItemType,I am excited to learn organic chemistry.,ItemID,ItemType,I see a connection between chemistry and real-world topics.,ItemID,ItemType,I am nervous about taking organic chemistry.,ItemID,ItemType,I am excited to learn organic chemistry.,ItemID,ItemType,I see a connection between chemistry and real-world topics.,ItemID,ItemType,What is the definition of “Organic Chemistry”,ItemID,ItemType,What do “wedges” and “hashes” tell us?,ItemID,ItemType,How many bonds are typically attached to a Carbon atom?,ItemID,ItemType,"In a typical short-hand structure of an organic molecule, where are the carbons?",ItemID,ItemType,"How many carbons and hydrogens are in this chemical structure?  
",ItemID,ItemType,Organic molecules in coffee are typically responsible for which of the following?,ItemID,ItemType,The video helped introduce me to unfamiliar or less familiar concepts.,ItemID,ItemType,The immersive format helped me understand the material in a new way.,ItemID,ItemType,I needed to rewatch parts to fully understand them.,ItemID,ItemType,"What stood out to you most about this video, and did it change how you think about organic chemistry in any way? ",ItemID,ItemType,How long did you watch the video. Be honest!,ItemID,ItemType,The video changed how I think about organic chemistry.
2026-03-12 23:38:43 UTC,0:02:48,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Strongly agree,95198,choice,Agree,95199,choice,Agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Disagree,95210,essay,<p>I liked how the video included 3D depictions of each molecule in coffee because it made it easier to visualize how the wedges and dashes aligned with the actual 3D model.&nbsp;</p>,95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-11 07:24:16 UTC,0:13:23,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Agree,95198,choice,Disagree,95199,choice,Agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Neutral,95210,essay,"<p>What stood out the most to me was that organic chemistry could be understood seperately from general chemistry, of course not entirely, but it focuses on little to no math. I appreciate the visualizations (i.e, molecular structures, 3D models, etc.) in the course content because I find concepts more enjoyable that way.</p>",95211,choice,30 seconds to 2 minutes,95212,choice,Agree
2026-03-13 03:47:15 UTC,0:04:47,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Neutral,95199,choice,Strongly agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Disagree,95210,essay,"<p>It introduced chemsitry in a fun tone rather than the typical scary tone associated with it. It helped me see its not as bad as people amke it seem, rather its the mindset making it difficult. You need to familiarize and have fun with the topics to learn.</p>",95211,choice,I watched the entire video,95212,choice,Strongly agree
2026-03-14 17:01:42 UTC,0:02:10,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Agree,95198,choice,Agree,95199,choice,Neutral,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Disagree,95210,essay,"<p>I think that applying the concepts to a real world idea (coffee) helped me to understand the topics better. If i am able to connect what I am learning to real world ideas, I can understand why i am studying it.</p>",95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-12 21:45:12 UTC,0:03:34,1,95195,choice,Strongly Agree,95196,choice,Agree,95197,choice,Disagree,95198,choice,Strongly agree,95199,choice,Neutral,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,,95208,choice,Agree,95209,choice,Agree,95210,essay,"<p><span>What stood out to me most was how organic chemistry is mainly about carbon and how molecules are structured. I didn’t realize how much information simple drawings like line structures can show. It made me think about organic chemistry as more visual and connected to everyday things like caffeine in coffee, which made it feel more interesting and easier to understand.</span></p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-10 19:24:03 UTC,0:04:56,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Neutral,95198,choice,Agree,95199,choice,Neutral,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Disagree,95210,essay,<p>I really enjoyed the connection to the real world. It made me more interested in organic chemistry because I saw how it worked in relation to physiology and coffee.&nbsp;</p>,95211,choice,I watched the entire video,95212,choice,Agree
2026-03-11 19:11:39 UTC,0:02:42,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Agree,95198,choice,Agree,95199,choice,Agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Disagree,95209,choice,Disagree,95210,essay,<p>It did not really change it as a lot of the information provided was pretty basic and common knowledge. It also did not really dissuade the assertion that Ochem is a weeder course.</p>,95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-12 03:59:05 UTC,0:05:20,1,95195,choice,Strongly Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Agree,95199,choice,Agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Agree,95210,essay,"<p>The style of the video made organic chemistry a little more understandable and matbe sort of fun,&nbsp;</p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-13 19:51:23 UTC,0:05:04,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">4 carbons, 8 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Agree,95210,essay,,95211,choice,,95212,choice,
2026-03-12 17:30:42 UTC,0:05:14,1,95195,choice,Strongly Agree,95196,choice,Agree,95197,choice,Neutral,95198,choice,Neutral,95199,choice,Agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Agree,95210,essay,"<p>What stood out to me was how chemistry is related to real life. For example, when they mentioned coffee.&nbsp;</p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-19 19:39:17 UTC,0:02:06,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Neutral,95199,choice,Agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Neutral,95210,essay,<p>I did not realize that smell results from organic molecules receptors.&nbsp;</p>,95211,choice,I watched the entire video,95212,choice,Agree
2026-03-13 01:43:36 UTC,5:59:53,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Strongly agree,95208,choice,Agree,95209,choice,Agree,95210,essay,"<p>What stood out to me the most is how much organic chemistry affects our daily lives. It still is an intimidating topic for me, but after watching this video I learned to just enjoy learning it rahter than stressing over the content in the future. `</p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-12 17:21:54 UTC,0:06:43,1,95195,choice,Strongly Agree,95196,choice,Agree,95197,choice,Agree,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Neutral,95210,essay,"<p>I think what stood out to me most about this video is how simple and meaningful OCHEM is in our lives. At first hearing and thinking of taking organic chemistry scared me especially because everyone around me dreaded the class and i heard it was a nightmare, but not looking at the video and getting more knowledge about what it is made me not be so scared about it. Honestly, I will not know till I try.</p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-14 07:16:34 UTC,0:06:37,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Agree,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Where the bond connects,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Neutral,95209,choice,Neutral,95210,essay,"<p>how organic molecules are involved in everyday life in ways we don't even think about. Yes, it seems more interesting and applicable.&nbsp;</p>",95211,choice,I watched the entire video,95212,choice,Agree
2026-03-11 06:52:47 UTC,0:03:20,1,95195,choice,Agree,95196,choice,Agree,95197,choice,Strongly agree,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Neutral,95210,essay,<p>I liked the animations and visuals</p>,95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-17 23:04:06 UTC,0:01:33,1,95195,choice,Agree,95196,choice,Agree,95197,choice,,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,What a molecule does,95203,choice,3,95204,choice,Where the bond ends,95205,choice,,95206,choice,,95207,choice,Agree,95208,choice,Agree,95209,choice,Agree,95210,essay,"<p>What stood out to me most would have to be the person's enthusiasm about the topic of organic chemistry. Usually when people talk about it, people negatively talk about their experience but I am intrigued to learn more.</p>",95211,choice,30 seconds to 2 minutes,95212,choice,Agree
2026-03-16 10:06:07 UTC,0:05:18,1,95195,choice,Strongly Agree,95196,choice,Neutral,95197,choice,Neutral,95198,choice,Agree,95199,choice,Neutral,95200,choice,Neutral,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Strongly agree,95210,essay,"<p>The simple visual examples. It didn't have a lot of stuff, so it didn't look too complicated to read.&nbsp;</p>",95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-10 21:33:48 UTC,0:07:37,1,95195,choice,Agree,95196,choice,Neutral,95197,choice,Agree,95198,choice,Agree,95199,choice,Neutral,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Agree,95209,choice,Agree,95210,essay,<p>What stood out to me the most about this video was the part where they talked about coffee. I knew that chemistry was something we'd see in our daily life but I never connected it to something as usual as coffee. It did change the way I though about organic chemistry because I assumed chemistry was in more complex aspects of our lives but to see that it's in something most of us drink everyday kind of shocked me.&nbsp;</p>,95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-10 19:24:10 UTC,0:02:39,1,95195,choice,Agree,95196,choice,Disagree,95197,choice,Strongly disagree,95198,choice,Agree,95199,choice,Agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Strongly agree,95208,choice,Strongly agree,95209,choice,Strongly disagree,95210,essay,<p>I liked how they explained everything in simple terms and related it back to a real world topic.&nbsp;</p>,95211,choice,I watched the entire video,95212,choice,Neutral
2026-03-12 18:53:22 UTC,0:03:20,1,95195,choice,Strongly Agree,95196,choice,Agree,95197,choice,Strongly agree,95198,choice,Strongly agree,95199,choice,Agree,95200,choice,Strongly agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,,95206,choice,,95207,choice,Strongly agree,95208,choice,Strongly agree,95209,choice,Agree,95210,essay,"<p>What stood out to me the most was learning about simplified structures, like knowing that even when no element is labeled, we can tell that Carbon is where bonds connect and end. Overall, there are 4 bonds, so any unfulfilled label should have however many Hydrogen bonds attached, which explains the simplified structure of just two lines. It also stood out to me how a real-world example, coffee, was explained, and the molecular concepts were broken down and related to organic chemistry.</p>",95211,choice,,95212,choice,
2026-03-12 00:08:21 UTC,0:03:45,1,95195,choice,Agree,95196,choice,Strongly agree,95197,choice,Neutral,95198,choice,Agree,95199,choice,Strongly agree,95200,choice,Agree,95201,choice,"<p><span style=""font-weight: 400;"">The chemistry of carbon-based molecules.</span></p>",95202,choice,"<p><span style=""font-weight: 400;"">Stereochemistry, or how atoms are oriented in 3D</span></p>",95203,choice,4,95204,choice,Both where the bonds end and connect,95205,choice,"<p><span style=""font-weight: 400;"">5 carbons, 10 hydrogens</span></p>",95206,choice,All of the above,95207,choice,Agree,95208,choice,Neutral,95209,choice,Disagree,95210,essay,"<p>I liked how they connected organic chemistry to things like coffee, because before I did not understand the real world connection.&nbsp;</p>",95211,choice,I watched the entire video,95212,choice,Agree
